key,dialogue_id,turn_index,speaker_role,raw_target,target,slot_types,spoken_digit_tags,is_digit_focus
utt_009057,dlg_01285,6,pilot,302请求滑出,302请求滑出,callsign,,1
utt_009058,dlg_01285,7,controller,302可以滑出 滑行注意观察,302可以滑出 滑行注意观察,callsign,,1
utt_009059,dlg_01285,8,pilot,302明白,302明白,callsign,,1
utt_009060,dlg_01286,1,controller,3201跑道入侵复飞,3201跑道入侵复飞,callsign|runway,,1
utt_009061,dlg_01286,2,pilot,3201复飞,3201复飞,callsign,,1
utt_009062,dlg_01286,3,controller,3201左转建立左航线 保持场高900,3201左转建立左航线 保持场高900,callsign|height,,1
utt_009063,dlg_01286,4,pilot,3201左转建立左航线 保持场高900,3201左转建立左航线 保持场高900,callsign|height,,1
utt_009064,dlg_01286,5,controller,3201一转弯报,3201一转弯报,callsign,,1
utt_009065,dlg_01286,6,pilot,3201一转弯报,3201一转弯报,callsign,,1
utt_009066,dlg_01287,1,pilot,4151请求进跑道,4151请求进跑道,callsign|runway,,1
utt_009067,dlg_01287,2,controller,4151检查好可以进跑道 跑道02左,4151检查好可以进跑道 跑道02左,callsign|runway,,1
utt_009068,dlg_01287,3,pilot,呃4151进跑道 跑道02左,呃4151进跑道 跑道02左,callsign|runway,,1
utt_009069,dlg_01287,4,pilot,4151请求起飞,4151请求起飞,callsign,,1
utt_009070,dlg_01287,5,controller,4151检查好可以起飞 90度5米每秒,4151检查好可以起飞 90度5米每秒,callsign|wind,,1
utt_009071,dlg_01287,6,pilot,啊4151明白 可以起飞,啊4151明白 可以起飞,callsign,,1
utt_009072,dlg_01287,7,controller,4151起飞后保持场高900报,4151起飞后保持场高900报,callsign|height,,1
utt_009073,dlg_01287,8,pilot,4151保持场高900报,4151保持场高900报,callsign|height,,1
utt_009074,dlg_01288,1,pilot,6103请求着陆条件,6103请求着陆条件,callsign,,1
utt_009075,dlg_01288,2,controller,6103着陆条件抄收 本场场压756 跑道02右 能见度6公里 云底1800 北风5米每秒,6103着陆条件抄收 本场场压756 跑道02右 能见度6公里 云底1800 北风5米每秒,callsign|qnh|runway|wind|weather,,1
utt_009076,dlg_01288,3,pilot,6103明白 场压756 跑道02右,6103明白 场压756 跑道02右,callsign|qnh|runway,,1
utt_009077,dlg_01288,4,pilot,6103请求下降高度,6103请求下降高度,callsign|height,,1
utt_009078,dlg_01288,5,controller,啊6103可以下降到标高3600报,啊6103可以下降到标高3600报,callsign|height,,1
utt_009079,dlg_01288,6,pilot,6103下降到标高3600报,6103下降到标高3600报,callsign|height,,1
utt_009080,dlg_01289,1,pilot,8723请求着陆条件,8723请求着陆条件,callsign,,1
utt_009081,dlg_01289,2,controller,8723着陆条件抄收 本场场压710 跑道03号 能见度大于6公里 云顶3600 北风4米每秒,8723着陆条件抄收 本场场压710 跑道03号 能见度大于6公里 云顶3600 北风4米每秒,callsign|qnh|runway|wind|weather,,1
utt_009082,dlg_01289,3,pilot,8723明白 场压710 跑道03号,8723明白 场压710 跑道03号,callsign|qnh|runway,,1
utt_009083,dlg_01289,4,pilot,8723请求下降高度,8723请求下降高度,callsign|height,,1
utt_009084,dlg_01289,5,controller,8723可以下降到标高1800报,8723可以下降到标高1800报,callsign|height,,1
utt_009085,dlg_01289,6,pilot,8723下降到标高1800报,8723下降到标高1800报,callsign|height,,1
utt_009086,dlg_01290,1,controller,4017跑道入侵复飞,4017跑道入侵复飞,callsign|runway,,1
utt_009087,dlg_01290,2,pilot,4017复飞,4017复飞,callsign,,1
utt_009088,dlg_01290,3,controller,4017左转建立左航线 保持场高317,4017左转建立左航线 保持场高317,callsign|height|qnh,,1
utt_009089,dlg_01290,4,pilot,4017左转建立左航线 保持场高317,4017左转建立左航线 保持场高317,callsign|height|qnh,,1
utt_009090,dlg_01290,5,controller,啊4017三转弯报,啊4017三转弯报,callsign,,1
utt_009091,dlg_01290,6,pilot,好的4017三转弯报,好的4017三转弯报,callsign,,1
utt_009092,dlg_01291,1,pilot,3201请求着陆条件,3201请求着陆条件,callsign,,1
utt_009093,dlg_01291,2,controller,3201着陆条件抄收 本场场压710 跑道07 能见度大于10公里 云高317米 左侧风3-5米,3201着陆条件抄收 本场场压710 跑道07 能见度大于10公里 云高317米 左侧风3-5米,callsign|height|qnh|runway|wind|weather,,1
utt_009094,dlg_01291,3,pilot,3201明白 场压710 跑道07,3201明白 场压710 跑道07,callsign|qnh|runway,,1
utt_009095,dlg_01291,4,pilot,3201请求下降高度,3201请求下降高度,callsign|height,,1
utt_009096,dlg_01291,5,controller,3201可以下降到标高3600报,3201可以下降到标高3600报,callsign|height,,1
utt_009097,dlg_01291,6,pilot,3201下降到标高3600报,3201下降到标高3600报,callsign|height,,1
utt_009098,dlg_01292,1,pilot,啊301二转弯,啊301二转弯,callsign,,1
utt_009099,dlg_01292,2,controller,301二转弯报 收到,301二转弯报 收到,callsign,,1
utt_009100,dlg_01292,3,controller,呃301继续下降高度,呃301继续下降高度,callsign|height,,1
utt_009101,dlg_01292,4,pilot,301继续下降高度,301继续下降高度,callsign|height,,1
utt_009102,dlg_01292,5,controller,301起落架放好四转弯报,301起落架放好四转弯报,callsign,,1
utt_009103,dlg_01292,6,pilot,301明白 四转弯报,301明白 四转弯报,callsign,,1
utt_009104,dlg_01293,1,controller,301跑道入侵复飞,301跑道入侵复飞,callsign|runway,,1
utt_009105,dlg_01293,2,pilot,301复飞,301复飞,callsign,,1
utt_009106,dlg_01293,3,controller,301左转建立左航线 保持场高700,301左转建立左航线 保持场高700,callsign|height,,1
utt_009107,dlg_01293,4,pilot,301左转建立左航线 保持场高700,301左转建立左航线 保持场高700,callsign|height,,1
utt_009108,dlg_01293,5,controller,301一转弯报,301一转弯报,callsign,,1
utt_009109,dlg_01293,6,pilot,301一转弯报,301一转弯报,callsign,,1
utt_009110,dlg_01294,1,pilot,本场5207叫,本场5207叫,callsign|runway,,1
utt_009111,dlg_01294,2,controller,5207本场收到声音好,5207本场收到声音好,callsign|runway,,1
utt_009112,dlg_01294,3,pilot,呃5207请求开车,呃5207请求开车,callsign|runway,,1
utt_009113,dlg_01294,4,controller,好的5207检查好可以开车 场压733.9 应答机3124,好的5207检查好可以开车 场压733.9 应答机3124,callsign|qnh|runway,,1
utt_009114,dlg_01294,5,pilot,呃5207明白 场压733.9 应答机3124,呃5207明白 场压733.9 应答机3124,callsign|qnh|runway,,1
utt_009115,dlg_01294,6,pilot,5207请求滑出,5207请求滑出,callsign|runway,,1
utt_009116,dlg_01294,7,controller,5207可以滑出 滑行注意观察,5207可以滑出 滑行注意观察,callsign|runway,,1
utt_009117,dlg_01294,8,pilot,好的5207明白,好的5207明白,callsign|runway,,1
utt_009118,dlg_01295,1,pilot,301远台侧方,301远台侧方,callsign,,1
utt_009119,dlg_01295,2,controller,啊301远台侧方报 收到,啊301远台侧方报 收到,callsign,,1
utt_009120,dlg_01295,3,controller,啊301继续下降高度,啊301继续下降高度,callsign|height,,1
utt_009121,dlg_01295,4,pilot,301继续下降高度,301继续下降高度,callsign|height,,1
utt_009122,dlg_01295,5,controller,301起落架放好四转弯报,301起落架放好四转弯报,callsign,,1
utt_009123,dlg_01295,6,pilot,301明白 四转弯报,301明白 四转弯报,callsign,,1
utt_009124,dlg_01296,1,controller,301跑道入侵复飞,301跑道入侵复飞,callsign|runway,,1
utt_009125,dlg_01296,2,pilot,301复飞,301复飞,callsign,,1
utt_009126,dlg_01296,3,controller,301左转建立左航线 保持场高317,301左转建立左航线 保持场高317,callsign|height|qnh,,1
utt_009127,dlg_01296,4,pilot,301左转建立左航线 保持场高317,301左转建立左航线 保持场高317,callsign|height|qnh,,1
utt_009128,dlg_01296,5,controller,301二转弯报,301二转弯报,callsign,,1
utt_009129,dlg_01296,6,pilot,301二转弯报,301二转弯报,callsign,,1
utt_009130,dlg_01297,1,pilot,4151发动机故障 请求紧急下降优先着陆,4151发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_009131,dlg_01297,2,controller,4151收到 保持航向285 下降高度600,4151收到 保持航向285 下降高度600,callsign|height,,1
utt_009132,dlg_01297,3,pilot,4151保持航向285 下降高度600,4151保持航向285 下降高度600,callsign|height,,1
utt_009133,dlg_01297,4,controller,呃4151检查速度 起落架放好报,呃4151检查速度 起落架放好报,callsign,,1
utt_009134,dlg_01297,5,pilot,4151起落架放好 请求着陆,4151起落架放好 请求着陆,callsign,,1
utt_009135,dlg_01297,6,controller,4151可以着陆 地面静风,4151可以着陆 地面静风,callsign|wind,,1
utt_009136,dlg_01298,1,controller,301跑道入侵复飞,301跑道入侵复飞,callsign|runway,,1
utt_009137,dlg_01298,2,pilot,301复飞,301复飞,callsign,,1
utt_009138,dlg_01298,3,controller,301左转建立左航线 保持场高15,301左转建立左航线 保持场高15,callsign|height,,1
utt_009139,dlg_01298,4,pilot,301左转建立左航线 保持场高15,301左转建立左航线 保持场高15,callsign|height,,1
utt_009140,dlg_01298,5,controller,301过台报,301过台报,callsign,,1
utt_009141,dlg_01298,6,pilot,呃301过台报,呃301过台报,callsign,,1
utt_009142,dlg_01299,1,pilot,6103请求着陆条件,6103请求着陆条件,callsign,,1
utt_009143,dlg_01299,2,controller,6103着陆条件抄收 本场场压733.2 跑道17号 能见度6公里 云量5个 50度5米每秒,6103着陆条件抄收 本场场压733.2 跑道17号 能见度6公里 云量5个 50度5米每秒,callsign|qnh|runway|wind|weather,,1
utt_009144,dlg_01299,3,pilot,6103明白 场压733.2 跑道17号,6103明白 场压733.2 跑道17号,callsign|qnh|runway,,1
utt_009145,dlg_01299,4,pilot,6103请求下降高度,6103请求下降高度,callsign|height,,1
utt_009146,dlg_01299,5,controller,6103可以下降到标高7200报,6103可以下降到标高7200报,callsign|height,,1
utt_009147,dlg_01299,6,pilot,6103下降到标高7200报,6103下降到标高7200报,callsign|height,,1
utt_009148,dlg_01300,1,controller,5207跑道入侵复飞,5207跑道入侵复飞,callsign|runway,,1
utt_009149,dlg_01300,2,pilot,5207复飞,5207复飞,callsign|runway,,1
utt_009150,dlg_01300,3,controller,好的5207左转建立左航线 保持场高15,好的5207左转建立左航线 保持场高15,callsign|height|runway,,1
utt_009151,dlg_01300,4,pilot,5207左转建立左航线 保持场高15,5207左转建立左航线 保持场高15,callsign|height|runway,,1
utt_009152,dlg_01300,5,controller,啊5207一转弯报,啊5207一转弯报,callsign|runway,,1
utt_009153,dlg_01300,6,pilot,5207一转弯报,5207一转弯报,callsign|runway,,1
utt_009154,dlg_01301,1,pilot,0017起落架放好请求着陆,0017起落架放好请求着陆,callsign,,1
utt_009155,dlg_01301,2,controller,0017检查好起落架可以着陆 30度3-5米,0017检查好起落架可以着陆 30度3-5米,callsign,,1
utt_009156,dlg_01301,3,pilot,0017明白,0017明白,callsign,,1
utt_009157,dlg_01301,4,controller,0017一直向前滑 注意减速,0017一直向前滑 注意减速,callsign,,1
utt_009158,dlg_01301,5,pilot,00172号道脱离,00172号道脱离,callsign,,1
utt_009159,dlg_01301,6,controller,0017可以脱离 注意地面引导,0017可以脱离 注意地面引导,callsign,,1
utt_009160,dlg_01301,7,pilot,0017看到地面指挥请求脱波,0017看到地面指挥请求脱波,callsign,,1
utt_009161,dlg_01301,8,controller,0017可以脱波再见,0017可以脱波再见,callsign,,1
utt_009162,dlg_01302,1,pilot,303远台侧方,303远台侧方,callsign,,1
utt_009163,dlg_01302,2,controller,303远台侧方报 收到,303远台侧方报 收到,callsign,,1
utt_009164,dlg_01302,3,controller,303继续下降高度,303继续下降高度,callsign|height,,1
utt_009165,dlg_01302,4,pilot,303继续下降高度,303继续下降高度,callsign|height,,1
utt_009166,dlg_01302,5,controller,好的303起落架放好四转弯报,好的303起落架放好四转弯报,callsign,,1
utt_009167,dlg_01302,6,pilot,呃303明白 四转弯报,呃303明白 四转弯报,callsign,,1
utt_009168,dlg_01303,1,pilot,302过台,302过台,callsign,,1
utt_009169,dlg_01303,2,controller,302过台报 收到,302过台报 收到,callsign,,1
utt_009170,dlg_01303,3,controller,302继续下降高度,302继续下降高度,callsign|height,,1
utt_009171,dlg_01303,4,pilot,呃302继续下降高度,呃302继续下降高度,callsign|height,,1
utt_009172,dlg_01303,5,controller,302起落架放好过台报,302起落架放好过台报,callsign,,1
utt_009173,dlg_01303,6,pilot,302明白 过台报,302明白 过台报,callsign,,1
utt_009174,dlg_01304,1,pilot,呃4018发动机故障 请求紧急下降优先着陆,呃4018发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_009175,dlg_01304,2,controller,4018收到 保持航向090 下降高度2100,4018收到 保持航向090 下降高度2100,callsign|height,,1
utt_009176,dlg_01304,3,pilot,4018保持航向090 下降高度2100,4018保持航向090 下降高度2100,callsign|height,,1
utt_009177,dlg_01304,4,controller,啊4018检查速度 起落架放好报,啊4018检查速度 起落架放好报,callsign,,1
utt_009178,dlg_01304,5,pilot,呃4018起落架放好 请求着陆,呃4018起落架放好 请求着陆,callsign,,1
utt_009179,dlg_01304,6,controller,4018可以着陆 地面静风,4018可以着陆 地面静风,callsign|wind,,1
utt_009180,dlg_01305,1,pilot,8723请求着陆条件,8723请求着陆条件,callsign,,1
utt_009181,dlg_01305,2,controller,8723着陆条件抄收 本场场压733.2 跑道17号 能见度6公里 云量5个 90度6-8米,8723着陆条件抄收 本场场压733.2 跑道17号 能见度6公里 云量5个 90度6-8米,callsign|qnh|runway|weather,,1
utt_009182,dlg_01305,3,pilot,8723明白 场压733.2 跑道17号,8723明白 场压733.2 跑道17号,callsign|qnh|runway,,1
utt_009183,dlg_01305,4,pilot,8723请求下降高度,8723请求下降高度,callsign|height,,1
utt_009184,dlg_01305,5,controller,好的8723可以下降到标高2700报,好的8723可以下降到标高2700报,callsign|height,,1
utt_009185,dlg_01305,6,pilot,8723下降到标高2700报,8723下降到标高2700报,callsign|height,,1
utt_009186,dlg_01306,1,controller,303跑道入侵复飞,303跑道入侵复飞,callsign|runway,,1
utt_009187,dlg_01306,2,pilot,303复飞,303复飞,callsign,,1
utt_009188,dlg_01306,3,controller,303左转建立左航线 保持场高15,303左转建立左航线 保持场高15,callsign|height,,1
utt_009189,dlg_01306,4,pilot,303左转建立左航线 保持场高15,303左转建立左航线 保持场高15,callsign|height,,1
utt_009190,dlg_01306,5,controller,303五边向台报,303五边向台报,callsign,,1
utt_009191,dlg_01306,6,pilot,啊303五边向台报,啊303五边向台报,callsign,,1
utt_009192,dlg_01307,1,pilot,8723请求着陆条件,8723请求着陆条件,callsign,,1
utt_009193,dlg_01307,2,controller,8723着陆条件抄收 本场场压733.9 跑道02右 能见度12公里 云顶3600 北风3米每秒,8723着陆条件抄收 本场场压733.9 跑道02右 能见度12公里 云顶3600 北风3米每秒,callsign|qnh|runway|wind|weather,,1
utt_009194,dlg_01307,3,pilot,8723明白 场压733.9 跑道02右,8723明白 场压733.9 跑道02右,callsign|qnh|runway,,1
utt_009195,dlg_01307,4,pilot,8723请求下降高度,8723请求下降高度,callsign|height,,1
utt_009196,dlg_01307,5,controller,8723可以下降到标高9000报,8723可以下降到标高9000报,callsign|height,,1
utt_009197,dlg_01307,6,pilot,8723下降到标高9000报,8723下降到标高9000报,callsign|height,,1
utt_009198,dlg_01308,1,pilot,0017三转弯,0017三转弯,callsign,,1
utt_009199,dlg_01308,2,controller,0017三转弯报 收到,0017三转弯报 收到,callsign,,1
utt_009200,dlg_01308,3,controller,呃0017继续下降高度,呃0017继续下降高度,callsign|height,,1
utt_009201,dlg_01308,4,pilot,0017继续下降高度,0017继续下降高度,callsign|height,,1
utt_009202,dlg_01308,5,controller,0017起落架放好三转弯报,0017起落架放好三转弯报,callsign,,1
utt_009203,dlg_01308,6,pilot,0017明白 三转弯报,0017明白 三转弯报,callsign,,1
utt_009204,dlg_01309,1,pilot,4017二转弯,4017二转弯,callsign,,1
utt_009205,dlg_01309,2,controller,4017二转弯报 收到,4017二转弯报 收到,callsign,,1
utt_009206,dlg_01309,3,controller,4017继续下降高度,4017继续下降高度,callsign|height,,1
utt_009207,dlg_01309,4,pilot,4017继续下降高度,4017继续下降高度,callsign|height,,1
utt_009208,dlg_01309,5,controller,4017起落架放好二转弯报,4017起落架放好二转弯报,callsign,,1
utt_009209,dlg_01309,6,pilot,4017明白 二转弯报,4017明白 二转弯报,callsign,,1
utt_009210,dlg_01310,1,pilot,4151请求进跑道,4151请求进跑道,callsign|runway,,1
utt_009211,dlg_01310,2,controller,4151检查好可以进跑道 跑道03号,4151检查好可以进跑道 跑道03号,callsign|runway,,1
utt_009212,dlg_01310,3,pilot,4151进跑道 跑道03号,4151进跑道 跑道03号,callsign|runway,,1
utt_009213,dlg_01310,4,pilot,4151请求起飞,4151请求起飞,callsign,,1
utt_009214,dlg_01310,5,controller,4151检查好可以起飞 左侧风3-5米,4151检查好可以起飞 左侧风3-5米,callsign|wind,,1
utt_009215,dlg_01310,6,pilot,啊4151明白 可以起飞,啊4151明白 可以起飞,callsign,,1
utt_009216,dlg_01310,7,controller,啊4151起飞后保持场高24报,啊4151起飞后保持场高24报,callsign|height,,1
utt_009217,dlg_01310,8,pilot,好的4151保持场高24报,好的4151保持场高24报,callsign|height,,1
utt_009218,dlg_01311,1,pilot,长江4151叫,长江4151叫,callsign,,1
utt_009219,dlg_01311,2,controller,4151长江收到声音好,4151长江收到声音好,callsign,,1
utt_009220,dlg_01311,3,pilot,4151请求开车,4151请求开车,callsign,,1
utt_009221,dlg_01311,4,controller,4151检查好可以开车 场压733.9 应答机3170,4151检查好可以开车 场压733.9 应答机3170,callsign|qnh,,1
utt_009222,dlg_01311,5,pilot,4151明白 场压733.9 应答机3170,4151明白 场压733.9 应答机3170,callsign|qnh,,1
utt_009223,dlg_01311,6,pilot,4151请求滑出,4151请求滑出,callsign,,1
utt_009224,dlg_01311,7,controller,4151可以滑出 滑行注意观察,4151可以滑出 滑行注意观察,callsign,,1
utt_009225,dlg_01311,8,pilot,4151明白,4151明白,callsign,,1
utt_009226,dlg_01312,1,pilot,301起落架放好请求着陆,301起落架放好请求着陆,callsign,,1
utt_009227,dlg_01312,2,controller,呃301检查好起落架可以着陆 317度4米每秒,呃301检查好起落架可以着陆 317度4米每秒,callsign|qnh|wind,,1
utt_009228,dlg_01312,3,pilot,301明白,301明白,callsign,,1
utt_009229,dlg_01312,4,controller,301一直向前滑 注意减速,301一直向前滑 注意减速,callsign,,1
utt_009230,dlg_01312,5,pilot,3014号道脱离,3014号道脱离,callsign,,1
utt_009231,dlg_01312,6,controller,301可以脱离 注意地面引导,301可以脱离 注意地面引导,callsign,,1
utt_009232,dlg_01312,7,pilot,301看到地面指挥请求脱波,301看到地面指挥请求脱波,callsign,,1
utt_009233,dlg_01312,8,controller,301可以脱波再见,301可以脱波再见,callsign,,1
utt_009234,dlg_01313,1,controller,8723跑道入侵复飞,8723跑道入侵复飞,callsign|runway,,1
utt_009235,dlg_01313,2,pilot,8723复飞,8723复飞,callsign,,1
utt_009236,dlg_01313,3,controller,8723左转建立左航线 保持场高900,8723左转建立左航线 保持场高900,callsign|height,,1
utt_009237,dlg_01313,4,pilot,8723左转建立左航线 保持场高900,8723左转建立左航线 保持场高900,callsign|height,,1
utt_009238,dlg_01313,5,controller,8723远台侧方报,8723远台侧方报,callsign,,1
utt_009239,dlg_01313,6,pilot,8723远台侧方报,8723远台侧方报,callsign,,1
utt_009240,dlg_01314,1,pilot,0017发动机故障 请求紧急下降优先着陆,0017发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_009241,dlg_01314,2,controller,0017收到 保持航向195 下降高度900,0017收到 保持航向195 下降高度900,callsign|height,,1
utt_009242,dlg_01314,3,pilot,呃0017保持航向195 下降高度900,呃0017保持航向195 下降高度900,callsign|height,,1
utt_009243,dlg_01314,4,controller,0017检查速度 起落架放好报,0017检查速度 起落架放好报,callsign,,1
utt_009244,dlg_01314,5,pilot,0017起落架放好 请求着陆,0017起落架放好 请求着陆,callsign,,1
utt_009245,dlg_01314,6,controller,0017可以着陆 地面静风,0017可以着陆 地面静风,callsign|wind,,1
utt_009246,dlg_01315,1,controller,6103上标准气压900 联系渭南频率1900,6103上标准气压900 联系渭南频率1900,callsign|frequency,,1
utt_009247,dlg_01315,2,pilot,6103上标准气压900 联系频率1900,6103上标准气压900 联系频率1900,callsign|frequency,,1
utt_009248,dlg_01315,3,pilot,渭南6103叫,渭南6103叫,callsign,,1
utt_009249,dlg_01315,4,controller,6103渭南回答 工作情况,6103渭南回答 工作情况,callsign,,1
utt_009250,dlg_01315,5,pilot,6103标高900 工作正常 预计进入时刻1012,6103标高900 工作正常 预计进入时刻1012,callsign|height,,1
utt_009251,dlg_01315,6,controller,6103保持标高900 飞越P256报,6103保持标高900 飞越P256报,callsign|height,,1
utt_009252,dlg_01315,7,pilot,6103明白 飞越P256报,6103明白 飞越P256报,callsign,,1
utt_009253,dlg_01316,1,pilot,0017起落架放好请求着陆,0017起落架放好请求着陆,callsign,,1
utt_009254,dlg_01316,2,controller,0017检查好起落架可以着陆 90度3-5米,0017检查好起落架可以着陆 90度3-5米,callsign,,1
utt_009255,dlg_01316,3,pilot,呃0017明白,呃0017明白,callsign,,1
utt_009256,dlg_01316,4,controller,0017一直向前滑 注意减速,0017一直向前滑 注意减速,callsign,,1
utt_009257,dlg_01316,5,pilot,00173号道脱离,00173号道脱离,callsign,,1
utt_009258,dlg_01316,6,controller,0017可以脱离 注意地面引导,0017可以脱离 注意地面引导,callsign,,1
utt_009259,dlg_01316,7,pilot,0017看到地面指挥请求脱波,0017看到地面指挥请求脱波,callsign,,1
utt_009260,dlg_01316,8,controller,0017可以脱波再见,0017可以脱波再见,callsign,,1
utt_009261,dlg_01317,1,pilot,8723请求进跑道,8723请求进跑道,callsign|runway,,1
utt_009262,dlg_01317,2,controller,8723检查好可以进跑道 跑道17号,8723检查好可以进跑道 跑道17号,callsign|runway,,1
utt_009263,dlg_01317,3,pilot,8723进跑道 跑道17号,8723进跑道 跑道17号,callsign|runway,,1
utt_009264,dlg_01317,4,pilot,8723请求起飞,8723请求起飞,callsign,,1
utt_009265,dlg_01317,5,controller,8723检查好可以起飞 50度2-6米每秒,8723检查好可以起飞 50度2-6米每秒,callsign|wind,,1
utt_009266,dlg_01317,6,pilot,8723明白 可以起飞,8723明白 可以起飞,callsign,,1
utt_009267,dlg_01317,7,controller,8723起飞后保持场高12报,8723起飞后保持场高12报,callsign|height,,1
utt_009268,dlg_01317,8,pilot,8723保持场高12报,8723保持场高12报,callsign|height,,1
utt_009269,dlg_01318,1,pilot,本场8723叫,本场8723叫,callsign,,1
utt_009270,dlg_01318,2,controller,好的8723本场收到声音好,好的8723本场收到声音好,callsign,,1
utt_009271,dlg_01318,3,pilot,啊8723请求开车,啊8723请求开车,callsign,,1
utt_009272,dlg_01318,4,controller,8723检查好可以开车 场压733.2 应答机3170,8723检查好可以开车 场压733.2 应答机3170,callsign|qnh,,1
utt_009273,dlg_01318,5,pilot,8723明白 场压733.2 应答机3170,8723明白 场压733.2 应答机3170,callsign|qnh,,1
utt_009274,dlg_01318,6,pilot,8723请求滑出,8723请求滑出,callsign,,1
utt_009275,dlg_01318,7,controller,8723可以滑出 滑行注意观察,8723可以滑出 滑行注意观察,callsign,,1
utt_009276,dlg_01318,8,pilot,8723明白,8723明白,callsign,,1
utt_009277,dlg_01319,1,pilot,4151请求着陆条件,4151请求着陆条件,callsign,,1
utt_009278,dlg_01319,2,controller,4151着陆条件抄收 本场场压733.2 跑道02右 能见度大于6公里 云高317米 左侧风5米每秒,4151着陆条件抄收 本场场压733.2 跑道02右 能见度大于6公里 云高317米 左侧风5米每秒,callsign|height|qnh|runway|wind|weather,,1
utt_009279,dlg_01319,3,pilot,4151明白 场压733.2 跑道02右,4151明白 场压733.2 跑道02右,callsign|qnh|runway,,1
utt_009280,dlg_01319,4,pilot,4151请求下降高度,4151请求下降高度,callsign|height,,1
utt_009281,dlg_01319,5,controller,4151可以下降到标高1800报,4151可以下降到标高1800报,callsign|height,,1
utt_009282,dlg_01319,6,pilot,4151下降到标高1800报,4151下降到标高1800报,callsign|height,,1
utt_009283,dlg_01320,1,pilot,4018请求进跑道,4018请求进跑道,callsign|runway,,1
utt_009284,dlg_01320,2,controller,4018检查好可以进跑道 跑道17号,4018检查好可以进跑道 跑道17号,callsign|runway,,1
utt_009285,dlg_01320,3,pilot,4018进跑道 跑道17号,4018进跑道 跑道17号,callsign|runway,,1
utt_009286,dlg_01320,4,pilot,4018请求起飞,4018请求起飞,callsign,,1
utt_009287,dlg_01320,5,controller,4018检查好可以起飞 右侧风3米每秒,4018检查好可以起飞 右侧风3米每秒,callsign|wind,,1
utt_009288,dlg_01320,6,pilot,啊4018明白 可以起飞,啊4018明白 可以起飞,callsign,,1
utt_009289,dlg_01320,7,controller,呃4018起飞后保持场高900报,呃4018起飞后保持场高900报,callsign|height,,1
utt_009290,dlg_01320,8,pilot,呃4018保持场高900报,呃4018保持场高900报,callsign|height,,1
utt_009291,dlg_01321,1,pilot,渭南301叫,渭南301叫,callsign,,1
utt_009292,dlg_01321,2,controller,301渭南收到声音好,301渭南收到声音好,callsign,,1
utt_009293,dlg_01321,3,pilot,301请求开车,301请求开车,callsign,,1
utt_009294,dlg_01321,4,controller,啊301检查好可以开车 场压756 应答机3124,啊301检查好可以开车 场压756 应答机3124,callsign|qnh,,1
utt_009295,dlg_01321,5,pilot,301明白 场压756 应答机3124,301明白 场压756 应答机3124,callsign|qnh,,1
utt_009296,dlg_01321,6,pilot,301请求滑出,301请求滑出,callsign,,1
utt_009297,dlg_01321,7,controller,301可以滑出 滑行注意观察,301可以滑出 滑行注意观察,callsign,,1
utt_009298,dlg_01321,8,pilot,301明白,301明白,callsign,,1
utt_009299,dlg_01322,1,pilot,6103二转弯,6103二转弯,callsign,,1
utt_009300,dlg_01322,2,controller,6103二转弯报 收到,6103二转弯报 收到,callsign,,1
utt_009301,dlg_01322,3,controller,啊6103继续下降高度,啊6103继续下降高度,callsign|height,,1
utt_009302,dlg_01322,4,pilot,6103继续下降高度,6103继续下降高度,callsign|height,,1
utt_009303,dlg_01322,5,controller,6103起落架放好四转弯报,6103起落架放好四转弯报,callsign,,1
utt_009304,dlg_01322,6,pilot,6103明白 四转弯报,6103明白 四转弯报,callsign,,1
utt_009305,dlg_01323,1,controller,0017跑道入侵复飞,0017跑道入侵复飞,callsign|runway,,1
utt_009306,dlg_01323,2,pilot,0017复飞,0017复飞,callsign,,1
utt_009307,dlg_01323,3,controller,0017左转建立左航线 保持场高12,0017左转建立左航线 保持场高12,callsign|height,,1
utt_009308,dlg_01323,4,pilot,0017左转建立左航线 保持场高12,0017左转建立左航线 保持场高12,callsign|height,,1
utt_009309,dlg_01323,5,controller,0017五边向台报,0017五边向台报,callsign,,1
utt_009310,dlg_01323,6,pilot,0017五边向台报,0017五边向台报,callsign,,1
utt_009311,dlg_01324,1,pilot,301发动机故障 请求紧急下降优先着陆,301发动机故障 请求紧急下降优先着陆,callsign|height,,1
utt_009312,dlg_01324,2,controller,301收到 保持航向285 下降高度1800,301收到 保持航向285 下降高度1800,callsign|height,,1
utt_009313,dlg_01324,3,pilot,301保持航向285 下降高度1800,301保持航向285 下降高度1800,callsign|height,,1
utt_009314,dlg_01324,4,controller,啊301检查速度 起落架放好报,啊301检查速度 起落架放好报,callsign,,1
utt_009315,dlg_01324,5,pilot,301起落架放好 请求着陆,301起落架放好 请求着陆,callsign,,1
utt_009316,dlg_01324,6,controller,呃301可以着陆 地面静风,呃301可以着陆 地面静风,callsign|wind,,1
utt_009317,dlg_01325,1,pilot,塔台4151叫,塔台4151叫,callsign,,1
utt_009318,dlg_01325,2,controller,4151塔台收到声音好,4151塔台收到声音好,callsign,,1
utt_009319,dlg_01325,3,pilot,4151请求开车,4151请求开车,callsign,,1
